Date,Close,High,Low,Open,Volume
2024-11-01,3850.2705078125,3864.524684481904,3842.394565585639,3855.730723825808,154895
2024-11-04,3830.89453125,3857.711711695001,3781.705635185665,3832.972400304222,2269192
2024-11-05,3837.8525390625,3852.009982633179,3808.6193975736255,3808.6193975736255,967590
2024-11-06,4000.4951171875,4010.303829451576,3841.6215355786026,3869.018641595081,3792017
2024-11-07,4011.36669921875,4064.42113204854,3947.730399679977,4029.5350171557393,3724349
2024-11-08,4007.597900390625,4029.583155330072,3979.2344111831385,4015.3289790506506,1648039
2024-11-11,4057.560302734375,4091.963226275835,3979.234526666309,3989.430170065666,1406487
2024-11-12,4056.3037109375,4076.2113333973134,4024.364880109204,4074.278563680199,1587640
2024-11-13,4010.835693359375,4055.67585867309,3992.184181532681,4037.652874530085,1098813
2024-11-14,4006.53466796875,4020.160788090361,3978.074918587072,3996.0011679696254,1825432
2024-11-18,3884.384033203125,4071.3795078703233,3856.068908973733,4071.3795078703233,3313944
2024-11-19,3903.760009765625,3993.247106272653,3879.165562256781,3884.7704056996986,1776233
2024-11-21,3935.940673828125,3954.8816755354096,3888.732679014776,3908.930028227587,2384347
2024-11-22,4101.91748046875,4111.919658653727,3917.724422379032,3934.152965837454,3096553
2024-11-25,4170.0478515625,4182.610856091585,4109.2623317145335,4136.1276449604375,4052167
2024-11-26,4206.38330078125,4219.815955105618,4165.118481142161,4175.796844417548,2060669
2024-11-27,4186.91015625,4230.252607658773,4178.695885685904,4212.423091731362,1558993
2024-11-28,4102.20703125,4194.062196061659,4090.7071456958633,4173.816244332727,2558544
2024-11-29,4127.2841796875,4154.198087886355,4054.611861688557,4078.143423446166,2017425
2024-12-02,4132.8896484375,4144.051676505499,4087.856020336648,4126.463283598858,1670944
2024-12-03,4158.1123046875,4179.614367038159,4122.066339471409,4169.322463028103,2010905
2024-12-04,4208.0263671875,4239.482479199273,4144.873018803544,4168.549449151754,3302642
2024-12-05,4313.990234375,4338.101725875577,4213.438076368348,4252.866390721262,3746747
2024-12-06,4296.06396484375,4314.908469919546,4264.414860165169,4303.311851411364,1842087
2024-12-09,4302.490234375,4319.160373110423,4267.120454336757,4281.5199661588285,2066639
2024-12-10,4283.54931640625,4342.740393143262,4263.787027783619,4277.364547251339,2087828
2024-12-11,4278.62109375,4299.108170890079,4258.858333430752,4282.873093015478,1635256
